Прізвище,Ім’я,По батькові,Стать,Дата народження,Посада,Місто проживання,Адреса проживання,Телефон,Email
Дейнеко,Охрім,Максимович,Чоловіча,1944-04-04,Машиніст,селище Конотоп,"набережна Вчительська, буд. 337, Новий Буг, 88562",+380 20 272-22-56,tarkhymovych@example.org
Бевз,Ігнат,Алевтинович,Чоловіча,1996-08-24,Мовознавець,хутір Фастів,"узвіз Михайла Врубеля, буд. 7 кв. 25, Львів, 90600",+380 47 027-58-28,pavlychenkoleopold@example.com
Данченко,Андрій,Несторович,Чоловіча,1996-04-09,Менеджер,місто Овруч,"парк 11-ша Лінія 6-й ст. Люстдорфської дороги, буд. 430, Дубровиця, 64500",+380 (10) 216-85-62,nataliiakolesnychenko@example.net
Бабиченко,Аарон,Ігнатович,Чоловіча,1988-03-15,Гірничий інженер,село Кілія,"узвіз Ланжеронівський узвіз, буд. 43 кв. 662, Сокаль, 27243",391 48 89,markoirvanets@example.com
Андрейко,Пилип,Михайлович,Чоловіча,1958-08-31,Гицель,село Бобровиця,"сквер Агрономічна, буд. 2, Петрово-Красносілля, 23817",018 857-91-31,ilienkomakar@example.com
Шамрай,Ганна,Аврелійовна,Жіноча,1985-05-24,Ювелір,селище Скадовськ,"вулиця Іванова Ігоря, буд. 578 кв. 12, Прилуки, 33153",010 896-34-57,maksymbaranets@example.org
Гречко,Валерій,Олесьович,Чоловіча,1974-12-21,Правник,місто Белз,"узвіз Краснова, буд. 15, Суми, 68607",+380 (27) 805-75-35,klyment19@example.org
Вертипорох,Мартин,Трохимович,Чоловіча,1980-09-18,Кінорежисер,село Мерефа,"провулок Разумовська, буд. 696 кв. 52, Бібрка, 61758",713 90 77,vanchenkorostyslav@example.org
Скиба,Леопольд,Остапович,Чоловіча,1996-09-25,Етнограф,хутір Старокостянтинів,"вулиця Південна, буд. 981, Берегове, 42076",004 186-69-70,symonviter@example.org
Павлик,Борис,Омелянович,Чоловіча,1949-11-17,Гірничий інженер,село Молочанськ,"парк Рибальський, буд. 22, Кам'янка (Черкаська область), 32599",+380 35 962-18-25,abebeshko@example.net
Шаповал,Орися,Опанасівна,Жіноча,1992-09-17,Бібліотекар,хутір Інкерман,"парк Лірний, буд. 376 кв. 1, Кодима, 91001",+380 45 582 58 95,omakarenko@example.org
Ященко,Амалія,Володимирівна,Жіноча,1958-06-21,Журналіст,селище Трускавець,"проспект Конструкторський, буд. 541 кв. 336, Васильків, 99260",+380 09 658 30 10,klyment00@example.com
Сиротенко,Климент,Леопольдович,Чоловіча,1962-05-03,Палеонтолог,село Покровськ,"узвіз Поліська, буд. 5, Заставна, 46884",+380 23 667 23 10,avrelii92@example.net
Коваленко,Станіслав,Єфремович,Чоловіча,1971-10-31,Ріелтор,селище Кам'янське,"набережна Одеський, буд. 392, Андрушівка, 21270",+380 (05) 463-49-21,vovkivan@example.net
Гречко,Ярослав,Омелянович,Чоловіча,1989-09-29,Кінокритик,селище Сокаль,"проспект Камишова, буд. 398, Рівне, 18806",018-68-87,qishchenko@example.com
Яремко,Юстим,Симонович,Чоловіча,1944-03-17,Математик,місто Мукачево,"парк Неплія, буд. 246 кв. 7, Південне, 05837",+380 47 642-00-03,leonid43@example.net
Дашенко,Данна,Лукʼянівна,Жіноча,1985-01-25,Промисловець,хутір Камінь-Каширський,"провулок Докова, буд. 025, Збараж, 20290",624 30 39,demydhohol-ianovska@example.org
Франчук,Данна,Гордіївна,Жіноча,1952-10-18,Водій,місто Горішні Плавні,"площа Дур'янівський, буд. 463, Тиврів, 51991",+380 81 829-72-48,vlutsenko@example.net
Оліфіренко,Зиновій,Данилович,Чоловіча,1993-09-12,Складальник,селище Копичинці,"площа Халайджогло, буд. 4 кв. 02, Привілля, 45143",057 793 77 42,avramenkohordii@example.org
Петрик,Валентина,Ааронівна,Жіноча,1971-01-16,Педагог,село Конотоп,"набережна Байдарочний, буд. 392 кв. 63, Добромиль, 59073",131-91-92,anitadrobiazko@example.org
Артимишин,Степан,Алевтинович,Чоловіча,1973-07-03,Філолог,селище Зборів,"вулиця Локомотивний 4-й, буд. 8, Ірпінь, 37515",171 18 75,bezborodkorostyslav@example.net
Тригуб,Оксана,Алевтинівна,Жіноча,1939-01-23,Єгер,селище Благовіщенське,"сквер Пересипський 2-й, буд. 852, Запоріжжя, 51827",+380 98 706-06-75,orkhyp17@example.com
Вакарчук,Марко,Миколайович,Чоловіча,1982-02-26,Флорист,хутір Синельникове,"шосе Прохоровський, буд. 71 кв. 731, Устилуг, 95607",670-35-08,venedykt88@example.com
Верхола,Аркадій,Варфоломійович,Чоловіча,2003-08-20,Євнух,селище Горішні Плавні,"шосе Балтський 5-й, буд. 8 кв. 871, Горлівка, 78048",940-96-80,stepandotsenko@example.com
Шовкопляс,Орхип,Арсенович,Чоловіча,1983-05-21,Графік,селище Бровари,"проспект Князівська, буд. 671, Кам'янське, 20726",139-65-02,anastasiia21@example.net
Дзиндра,Галина,Данилівна,Жіноча,1978-12-10,Клоун,селище Чорноморськ,"площа Каштанова, буд. 5 кв. 349, Соледар, 22936",+380 (81) 724-79-39,heorhiidavymuka@example.com
Адамчук,Аліна,Гордіївна,Жіноча,2003-11-29,М'ясник,село Рава-Руська,"вулиця Свободи, буд. 28 кв. 02, Соледар, 63922",+380 62 377-10-63,baklanmarta@example.org
Туркало,Наталія,Климентівна,Жіноча,1960-04-11,Водій,хутір Рожище,"парк Баркасний, буд. 7, Винники, 17006",+380 (13) 641-10-06,ivantkach@example.org
Усик,Ірена,Святославівна,Жіноча,2005-07-15,Секретар,місто Амвросіївка,"сквер Соляний 3-й, буд. 87, Вільнянськ, 87798",082 12 22,bhaidamaka@example.net
Рябець,Євген,Аркадійович,Чоловіча,1967-11-25,Реабілітолог,місто Коломия,"вулиця М’ясоєдовська, буд. 0, Ворожба, 92529",+380 13 641-59-11,borys89@example.net
Чумаченко,Анастасія,Мирославівна,Жіноча,1955-05-27,Зоолог,хутір Часів Яр,"вулиця Бандурний, буд. 4 кв. 287, Мукачево, 26836",+380 76 894 92 90,larysa45@example.org
Архипенко,Тетяна,Трохимівна,Жіноча,2006-07-08,Дизайнер,місто Полтава,"сквер Сегедська, буд. 13, Глобине, 38275",306 82 17,marianachuiko@example.net
Гаврилишин,Софія,Петрівна,Жіноча,1973-02-01,Штукатур,селище Мала Виска,"сквер Ювілейний 1-й, буд. 4 кв. 48, Золотоноша, 53555",025 635-77-80,iereskoieva@example.org
Хомик,Пантелеймон,Богуславович,Чоловіча,1965-03-03,Літературознавець,хутір Біла Церква,"шосе Різдвяна, буд. 53 кв. 777, Нова Одеса, 48907",561 74 84,amvrosii14@example.org
Гайдамака,Святослава,Федорівна,Жіноча,1983-12-11,Педагог,селище Бібрка,"узвіз Ярмарковий, буд. 60, Вільногірськ, 23948",+380 83 059-26-91,crudko@example.org
Ющенко,Едита,Антонівна,Жіноча,1994-08-07,Мірошник,селище Балта,"парк Ромашкова, буд. 580, Зміїв, 84412",307-56-07,terezaaleksiichuk@example.net
Бабиченко,Симон,Яковович,Чоловіча,1998-11-26,Палеонтолог,місто Корець,"парк Економічний, буд. 60 кв. 0, Яготин, 51103",085 469-66-79,umedvedenko@example.org
Дацюк,Богдан,Амвросійович,Чоловіча,1994-02-06,Кінокритик,селище Сарни,"сквер Іванівський переїзд, буд. 81, Мостиська, 52261",081 402 07 54,vasylechkoviacheslav@example.org
Ващенко,Адам,Арсенович,Чоловіча,2001-08-29,Педагог,селище Корюківка,"вулиця Лінія 40-ва, буд. 2 кв. 12, Сокиряни, 95633",068 301-66-73,martacherinko@example.com
Даньків,Анастасія,Варфоломіївна,Жіноча,1939-10-12,Науковець,селище Перечин,"узвіз Совіньйонівський, буд. 337, Зіньків, 19132",+380 87 413 58 56,lavrenkomykhailo@example.com
Самойленко,Роман,Леонтійович,Чоловіча,1990-11-30,Візажист,селище Моршин,"провулок Дубова, буд. 796, Берестин, 30184",046 28 30,anitarudko@example.org
